customer_key,customer_number,customer_name,age,purchasing_behavior_segment,age_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,average_order_value,average_monthly_spend
2441,AW00013440,"Sydney Miller",52,New,"45 - 70",2013-08-06,143,5,4819,5,5,2,963.8000,2409.5000
2395,AW00013394,"Matthew Clark",68,New,"45 - 70",2013-05-12,145,4,2319,4,4,0,579.7500,2319
1996,AW00012995,"Grant Nara",49,VIP,"45 - 70",2013-10-26,140,7,6850,7,7,18,978.5714,380.5556
3932,AW00014931,"Andres Pal",51,VIP,"45 - 70",2013-06-28,144,10,6981,10,10,13,698.1000,537.0000
1240,AW00012239,"Alberto Ramos",77,VIP,"above 70",2013-12-17,138,8,6901,8,8,20,862.6250,345.0500
1881,AW00012880,"Luis Hayes",46,New,"45 - 70",2013-10-18,140,8,200,8,8,5,25.0000,40.0000
3623,AW00014622,"Brandon Patterson",57,New,"45 - 70",2013-05-13,145,4,29,4,4,0,7.2500,29
2574,AW00013573,"Edwin Pal",51,New,"45 - 70",2013-05-13,145,2,120,2,2,0,60.0000,120
3363,AW00014362,"Roberto Gill",47,New,"45 - 70",2013-05-13,145,4,1845,4,4,9,461.2500,205.0000
3338,AW00014337,"Olivia Coleman",41,New,"20 - 45",2013-05-13,145,6,1814,6,6,9,302.3333,201.5556
29,AW00011028,"Jill Jimenez",73,VIP,"above 70",2013-10-07,141,5,6474,5,5,32,1294.8000,202.3125
1022,AW00012021,"Deborah Yuan",73,Regular,"above 70",2013-05-13,145,5,4044,5,5,17,808.8000,237.8824
3523,AW00014522,"Omar Zheng",72,New,"above 70",2013-09-24,141,5,127,5,5,4,25.4000,31.7500
534,AW00011533,"Ebony Gill",56,New,"45 - 70",2014-01-10,138,2,37,2,2,7,18.5000,5.2857
274,AW00011273,"Nathan Lal",63,New,"45 - 70",2013-05-23,145,8,273,8,8,0,34.1250,273
862,AW00011861,"Katherine Carter",57,New,"45 - 70",2013-12-22,138,13,287,13,13,7,22.0769,41.0000
2181,AW00013180,"Leslie Sanz",77,New,"above 70",2013-08-26,142,4,201,4,4,3,50.2500,67.0000
715,AW00011714,"Alexandria Long",57,New,"45 - 70",2013-05-14,145,3,94,3,3,2,31.3333,47.0000
3356,AW00014355,"Ian King",46,New,"45 - 70",2013-05-14,145,3,1804,3,3,9,601.3333,200.4444
3331,AW00014330,"Matthew Harris",43,New,"20 - 45",2013-05-14,145,4,806,4,4,0,201.5000,806
3337,AW00014336,"Gabriel Baker",41,New,"20 - 45",2013-05-14,145,4,1893,4,4,10,473.2500,189.3000
2274,AW00013273,"Elizabeth Lee",86,Regular,"above 70",2013-05-14,145,4,4658,4,4,14,1164.5000,332.7143
2404,AW00013403,"Jennifer Jackson",67,Regular,"45 - 70",2013-05-14,145,4,4579,4,4,14,1144.7500,327.0714
1087,AW00012086,"Emily Clark",72,New,"above 70",2013-05-14,145,1,2295,1,1,0,2295.0000,2295
3848,AW00014847,"Vadim Sazanovich",45,VIP,"20 - 45",2013-11-19,139,7,6725,7,7,27,960.7143,249.0741
7,AW00011006,"Janet Alvarez",48,VIP,"45 - 70",2013-05-14,145,5,8119,5,5,27,1623.8000,300.7037
3738,AW00014737,"Dominic Srini",65,Regular,"45 - 70",2013-05-14,145,3,1873,3,3,20,624.3333,93.6500
1226,AW00012225,"Kathleen Ortega",61,New,"45 - 70",2013-05-15,145,4,4381,4,4,11,1095.2500,398.2727
2997,AW00013996,"Marie Perez",66,New,"45 - 70",2013-06-30,144,4,66,4,4,1,16.5000,66.0000
2996,AW00013995,"Michele Black",72,New,"above 70",2013-11-17,139,3,65,3,3,6,21.6667,10.8333
2801,AW00013800,"Logan Li",56,Regular,"45 - 70",2013-05-15,145,3,3262,3,3,15,1087.3333,217.4667
1970,AW00012969,"Richard Rodriguez",59,New,"45 - 70",2013-10-12,140,12,180,12,12,4,15.0000,45.0000
2757,AW00013756,"Kaylee Young",60,New,"45 - 70",2013-06-22,144,13,298,13,13,3,22.9231,99.3333
1494,AW00012493,"Dwayne Vazquez",54,New,"45 - 70",2013-05-15,145,2,70,2,2,0,35.0000,70
1958,AW00012957,"Isabella Lopez",57,New,"45 - 70",2013-12-27,138,2,44,2,2,7,22.0000,6.2857
1643,AW00012642,"Jimmy Carlson",60,New,"45 - 70",2013-05-15,145,1,9,1,1,0,9.0000,9
2365,AW00013364,"Natalie Anderson",73,New,"above 70",2013-05-15,145,2,57,2,2,0,28.5000,57
773,AW00011772,"Cameron Moore",41,VIP,"20 - 45",2013-05-15,145,4,5913,4,4,19,1478.2500,311.2105
1704,AW00012703,"Renee Suarez",48,VIP,"45 - 70",2013-10-03,141,8,6891,8,8,17,861.3750,405.3529
1706,AW00012705,"Andre Garcia",44,VIP,"20 - 45",2013-10-18,140,7,6854,7,7,18,979.1429,380.7778
1695,AW00012694,"Jay Arthur",42,VIP,"20 - 45",2013-10-09,141,5,6785,5,5,18,1357.0000,376.9444
1632,AW00012631,"Clarence Gao",75,VIP,"above 70",2013-06-07,145,11,10799,11,11,19,981.7273,568.3684
1264,AW00012263,"Emmanuel Garcia",59,VIP,"45 - 70",2013-12-27,138,8,6829,8,8,20,853.6250,341.4500
863,AW00011862,"Olivia Peterson",52,New,"45 - 70",2013-10-23,140,5,209,5,5,5,41.8000,41.8000
142,AW00011141,"Nicole Ramirez",42,New,"20 - 45",2013-09-28,141,5,114,5,5,4,22.8000,28.5000
3484,AW00014483,"Nicole Henderson",59,New,"45 - 70",2013-05-16,145,2,40,2,2,0,20.0000,40
1813,AW00012812,"Brandi Sanz",52,New,"45 - 70",2013-05-16,145,3,50,3,3,0,16.6667,50
2788,AW00013787,"Glenn Cai",53,New,"45 - 70",2013-05-16,145,2,60,2,2,0,30.0000,60
2423,AW00013422,"Jacqueline Washington",43,New,"20 - 45",2013-05-16,145,3,81,3,3,0,27.0000,81
2284,AW00013283,"Dakota Griffin",63,Regular,"45 - 70",2013-05-16,145,3,4499,3,3,15,1499.6667,299.9333
744,AW00011743,"Chase Kelly",50,VIP,"45 - 70",2013-05-16,145,2,5898,2,2,18,2949.0000,327.6667
1701,AW00012700,"Mindy Kumar",48,VIP,"45 - 70",2013-10-24,140,7,6860,7,7,17,980.0000,403.5294
1997,AW00012996,"Jaclyn Liu",49,VIP,"45 - 70",2013-10-02,141,4,6808,4,4,17,1702.0000,400.4706
